"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11165","Phone Submitted Info Should Be Matched On Results Section","Chromium Browser","Thu Oct 09 08:17:46 PST 2025","failed","Thu Oct 09 08:17:57 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11387","Phone Submitted Info Should Be Matched On Results Section","Safari Webkit Browser","Thu Oct 09 08:18:16 PST 2025","failed","Thu Oct 09 08:18:27 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","2863","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Safari Webkit Browser","Thu Oct 09 08:18:13 PST 2025","passed","Thu Oct 09 08:18:16 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11537","Country Submitted Info Should Be Matched On Results Section","Safari Webkit Browser","Thu Oct 09 08:18:17 PST 2025","failed","Thu Oct 09 08:18:28 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","12109","Last Name Submitted Info Should Be Matched On Results Section","Firefox Browser","Thu Oct 09 08:17:58 PST 2025","failed","Thu Oct 09 08:18:10 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1269","Email Submitted Info Should Be Matched On Results Section","Chromium Browser","Thu Oct 09 08:17:56 PST 2025","passed","Thu Oct 09 08:17:57 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11690","Last Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Thu Oct 09 08:17:44 PST 2025","failed","Thu Oct 09 08:17:55 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1706","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Chromium Browser","Thu Oct 09 08:17:44 PST 2025","passed","Thu Oct 09 08:17:45 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11222","Country Submitted Info Should Be Matched On Results Section","Firefox Browser","Thu Oct 09 08:18:02 PST 2025","failed","Thu Oct 09 08:18:13 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","2106","First Name Submitted Info Should Be Matched On Results Section","Firefox Browser","Thu Oct 09 08:17:57 PST 2025","passed","Thu Oct 09 08:17:59 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1882","Email Submitted Info Should Be Matched On Results Section","Firefox Browser","Thu Oct 09 08:18:13 PST 2025","passed","Thu Oct 09 08:18:15 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11709","Last Name Submitted Info Should Be Matched On Results Section","Safari Webkit Browser","Thu Oct 09 08:18:16 PST 2025","failed","Thu Oct 09 08:18:28 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11150","Country Submitted Info Should Be Matched On Results Section","Chromium Browser","Thu Oct 09 08:17:46 PST 2025","failed","Thu Oct 09 08:17:57 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","2347","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Firefox Browser","Thu Oct 09 08:17:57 PST 2025","passed","Thu Oct 09 08:18:00 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1692","First Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Thu Oct 09 08:17:44 PST 2025","passed","Thu Oct 09 08:17:45 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1617","First Name Submitted Info Should Be Matched On Results Section","Safari Webkit Browser","Thu Oct 09 08:18:14 PST 2025","passed","Thu Oct 09 08:18:16 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1602","Email Submitted Info Should Be Matched On Results Section","Safari Webkit Browser","Thu Oct 09 08:18:28 PST 2025","passed","Thu Oct 09 08:18:29 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11204","Phone Submitted Info Should Be Matched On Results Section","Firefox Browser","Thu Oct 09 08:18:01 PST 2025","failed","Thu Oct 09 08:18:13 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
