"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11433","Last Name Input Field Should Not Accept All Numbers","Chromium Browser","Tue Sep 30 12:45:30 PST 2025","failed","Tue Sep 30 12:45:41 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","11094","Country Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 12:46:06 PST 2025","failed","Tue Sep 30 12:46:17 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11000","Phone Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 12:46:17 PST 2025","failed","Tue Sep 30 12:46:28 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","990","First Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 12:46:12 PST 2025","passed","Tue Sep 30 12:46:13 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","1026","Password Field Should Not Accept No Input","Chromium Browser","Tue Sep 30 12:45:55 PST 2025","passed","Tue Sep 30 12:45:56 PST 2025","Required Fields Valdations","ui/requiredFieldsValidations.spec.ts","",""
"","1268","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Chromium Browser","Tue Sep 30 12:46:11 PST 2025","passed","Tue Sep 30 12:46:12 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","11291","Last Name Input Field Should Not No Input","Chromium Browser","Tue Sep 30 12:45:54 PST 2025","failed","Tue Sep 30 12:46:05 PST 2025","Required Fields Valdations","ui/requiredFieldsValidations.spec.ts","",""
"","11171","Phone Number Input Field Should Not Accept Number and Letters","Chromium Browser","Tue Sep 30 12:45:42 PST 2025","failed","Tue Sep 30 12:45:53 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","11009","Last Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 12:45:58 PST 2025","failed","Tue Sep 30 12:46:09 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","989","First Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 12:45:57 PST 2025","passed","Tue Sep 30 12:45:58 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11433","Phone Number Input Field Should Not Accept All Letters","Chromium Browser","Tue Sep 30 12:45:30 PST 2025","failed","Tue Sep 30 12:45:41 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","1045","Form Should Be Submited Even First Name Input Field Is Blank - Not Required Field","Chromium Browser","Tue Sep 30 12:45:56 PST 2025","passed","Tue Sep 30 12:45:57 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","11141","Email Input Field Should Not Accept Invalid Format","Chromium Browser","Tue Sep 30 12:45:42 PST 2025","failed","Tue Sep 30 12:45:53 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","11701","Phone Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 12:46:06 PST 2025","failed","Tue Sep 30 12:46:17 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1112","Email Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 12:46:10 PST 2025","passed","Tue Sep 30 12:46:11 PST 2025","Submit Form And Validate Result Section - First Name Input Field Is Blank","ui/submitFormNoFirstNameTests.spec.ts","",""
"","1067","Email Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 12:46:24 PST 2025","passed","Tue Sep 30 12:46:26 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","1299","Phone Number Input Field Should Not Accept No Input","Chromium Browser","Tue Sep 30 12:45:54 PST 2025","passed","Tue Sep 30 12:45:55 PST 2025","Required Fields Valdations","ui/requiredFieldsValidations.spec.ts","",""
"","11124","Terms and Conditions Checkbox Should Be Checked To Submit The Form","Chromium Browser","Tue Sep 30 12:45:42 PST 2025","failed","Tue Sep 30 12:45:53 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","11433","First Name Input Field Should Not Accept All Numbers","Chromium Browser","Tue Sep 30 12:45:30 PST 2025","failed","Tue Sep 30 12:45:41 PST 2025","Input Fields Valdations","ui/inputFieldsValidations.spec.ts","",""
"","11034","Last Name Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 12:46:13 PST 2025","failed","Tue Sep 30 12:46:24 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
"","11284","Email Input Field Should Not Accept No Input","Chromium Browser","Tue Sep 30 12:45:54 PST 2025","failed","Tue Sep 30 12:46:05 PST 2025","Required Fields Valdations","ui/requiredFieldsValidations.spec.ts","",""
"","11106","Country Submitted Info Should Be Matched On Results Section","Chromium Browser","Tue Sep 30 12:46:18 PST 2025","failed","Tue Sep 30 12:46:29 PST 2025","Submit Form And Validate Result Section - With First Name","ui/submitFormWithFirstNameTests.spec.ts","",""
